,id,host_age
6121,SRR5447030,
6122,SRR5447035,
6123,SRR5447045,
6124,SRR5447046,
6125,ERR315276,52.5
6126,ERR315288,30.9
6127,ERR315305,50.5
6128,ERR315308,47.3
6129,ERR315318,45.8
6130,ERR365882,55.0
6131,ERR365884,67.0
6132,ERR365889,71.0
6133,ERR365897,71.0
6134,SRR5275435,
6135,SRR5275395,
6136,SRR5275397,
6137,SRR5275398,
6138,SRR5275440,
6139,SRR5275441,
6140,SRR5275401,
6141,SRR5275403,
6142,SRR5275404,
6143,SRR5275445,
6144,SRR5275405,
6145,SRR5275450,
6146,SRR5275407,
6147,SRR5275454,
6148,SRR5275411,
6149,SRR5275412,
6150,SRR5275415,
6151,SRR5275423,
6152,SRR5275464,
6153,SRR5275465,
6154,SRR5275467,
6155,SRR5275468,
6156,SRR5275431,
6157,SRR5275471,
6158,SRR5275433,
6159,SRR5275446,
6160,SRR5275447,
6161,SRR5275448,
6162,SRR5275475,
6163,SRR5275476,
6164,SRR5275477,
6165,SRR5275478,
6166,SRR5275479,
6167,SRR5275480,
6168,SRR5275483,
6169,SRR5275484,
6170,SRR2042680,11.0
6171,SRR5057575,12.0
6172,SRR5057577,7.0
6173,SRR5057578,6.0
6174,SRR5057582,11.0
6175,SRR5057583,12.0
6176,SRR5057584,12.0
6177,SRR5057585,6.0
6178,SRR5057586,8.0
6179,SRR5057595,4.0
6180,SRR5057596,11.0
6181,SRR5057598,12.0
6182,SRR5057603,6.0
6183,SRR5057604,10.0
6184,SRR5057605,5.0
6185,SRR5057607,9.0
6186,SRR5057608,7.0
6187,SRR5057610,7.0
6188,SRR5057611,3.5
6189,SRR5057614,5.0
6190,SRR5057616,12.0
6191,SRR5057621,10.0
6192,SRR5057622,16.0
6193,SRR5057623,10.0
6194,SRR5057625,12.0
6195,SRR5711550,
6196,SRR5711553,
6197,SRR5711555,
6198,SRR5711561,
6199,SRR5711562,
6200,SRR5711539,
6201,SRR5711552,
6202,SRR5711554,
6203,SRR5711556,
6204,SRR5711588,
6205,ERR1637158,
6206,ERR1637160,
6207,ERR1637179,
6208,ERR1637180,
6209,ERR1637181,
6210,ERR1637182,
6211,ERR1637183,
6212,ERR1637185,
6213,ERR1637186,
6214,ERR1637187,
6215,ERR1637188,
6216,ERR1637189,
6217,ERR1637190,
6218,ERR1637191,
6219,ERR1637192,
6220,ERR1637197,
6221,ERR1637216,
6222,ERR1637217,
6223,ERR1637219,
6224,ERR1637220,
6225,ERR1637221,
6226,ERR1637222,
6227,ERR1637223,
6228,ERR1637225,
6229,ERR1637226,
6230,ERR1637227,
6231,SRR5903322,55.0
6232,SRR5903746,74.0
6233,SRR5903747,78.0
6234,SRR5903749,64.0
6235,SRR5903750,51.0
6236,SRR5903751,78.0
6237,SRR5903752,61.0
6238,SRR5903753,75.0
6239,SRR5903755,60.0
6240,SRR5903766,76.0
6241,SRR5903767,55.0
6242,SRR5761264,
6243,SRR5761624,
6244,SRR5761625,
6245,SRR5761626,
6246,SRR5761627,
6247,SRR5761628,
6248,SRR5761629,
6249,SRR5761630,
6250,SRR5761631,
6251,SRR5761632,
6252,SRR5761633,
6253,SRR5761634,
6254,SRR5761635,
6255,SRR5761636,
6256,SRR5761637,
6257,SRR5761638,
6258,SRR5761639,
6259,SRR5761640,
6260,SRR5761641,
6261,SRR5761642,
6262,SRR5761643,
6263,SRR5761644,
6264,SRR5761645,
6265,SRR5761646,
6266,SRR5761647,
6267,SRR5761648,
6268,SRR5761649,
6269,SRR5761650,
6270,SRR5761651,
6271,SRR5761652,
6272,SRR5761653,
6273,SRR5761654,
6274,SRR5761655,
6275,SRR5761656,
6276,SRR5761657,
6277,SRR5761659,
6278,SRR5761660,
6279,SRR5761661,
6280,SRR5761662,
6281,SRR5761663,
6282,SRR5761664,
6283,SRR5761665,
6284,SRR5761666,
6285,SRR5761667,
6286,SRR5761668,
6287,SRR5761669,
6288,SRR5761670,
6289,SRR5761671,
6290,SRR5761672,
6291,SRR5761673,
6292,SRR5761674,
6293,SRR5761675,
6294,SRR5761676,
6295,SRR5761677,
6296,SRR5761679,
6297,SRR5761680,
6298,SRR5761681,
6299,SRR5761682,
6300,SRR5761683,
6301,SRR5761684,
6302,SRR5761685,
6303,SRR5761686,
6304,SRR5761687,
6305,SRR5761688,
6306,SRR5761689,
6307,SRR5761690,
6308,SRR5761691,
6309,SRR5761692,
6310,SRR5761694,
6311,SRR5761695,
6312,SRR5761696,
6313,SRR5761697,
6314,SRR5761698,
6315,SRR5761699,
6316,SRR5761700,
6317,SRR5761701,
6318,SRR5761702,
6319,SRR5761703,
6320,SRR5761704,
6321,SRR5761705,
6322,SRR5761706,
6323,SRR5761707,
6324,SRR5761708,
6325,SRR5761710,
6326,SRR5761711,
6327,SRR5761712,
6328,SRR5761713,
6329,SRR5761714,
6330,SRR5761715,
6331,SRR5761716,
6332,SRR5761717,
6333,SRR5761718,
6334,SRR5761719,
6335,SRR5761720,
6336,SRR5761721,
6337,SRR5761722,
6338,SRR5761723,
6339,SRR5761724,
6340,SRR5761725,
6341,SRR5761726,
6342,SRR5761727,
6343,SRR5761728,
6344,SRR5761729,
6345,SRR5761730,
6346,SRR5761731,
6347,SRR5761732,
6348,SRR5761733,
6349,SRR5761734,
6350,SRR5761735,
6351,SRR5761736,
6352,SRR5761737,
6353,SRR5761738,
6354,SRR5761739,
6355,SRR5761740,
6356,SRR5761741,
6357,SRR5761742,
6358,SRR5761743,
6359,SRR5761744,
6360,SRR5761745,
6361,SRR5761746,
6362,SRR5761747,
6363,SRR5761748,
6364,SRR5761750,
6365,SRR5761751,
6366,SRR5761752,
6367,SRR5761753,
6368,SRR5761754,
6369,SRR5761755,
6370,SRR5761756,
6371,SRR5761757,
6372,SRR5761758,
6373,SRR5761759,
6374,SRR5761760,
6375,SRR5761761,
6376,SRR5761762,
6377,SRR5761763,
6378,SRR5761764,
6379,SRR5761765,
6380,SRR5761766,
6381,SRR5761767,
6382,SRR5761768,
6383,SRR5761769,
6384,SRR5761770,
6385,SRR5761771,
6386,SRR5761772,
6387,SRR5761773,
6388,SRR5761774,
6389,SRR5761775,
6390,SRR5761776,
6391,SRR5761777,
6392,SRR5761778,
6393,SRR5761779,
6394,SRR5761780,
6395,SRR5761781,
6396,SRR5761782,
6397,SRR5761783,
6398,SRR5761784,
6399,SRR5761785,
6400,SRR5761786,
6401,SRR5761787,
6402,SRR5761788,
6403,SRR5761789,
6404,SRR5761790,
6405,SRR5761791,
6406,SRR5761792,
6407,SRR5761793,
6408,SRR5761795,
6409,SRR5761796,
6410,SRR5761797,
6411,SRR5866253,
6412,SRR5866254,
6413,SRR5866256,
6414,SRR5866257,
6415,SRR5866316,
6416,SRR5866319,
6417,SRR5866321,
6418,SRR5866322,
6419,SRR5866323,
6420,SRR5866324,
6421,SRR5866325,
6422,SRR5866326,
6423,SRR5866327,
6424,SRR5866328,
6425,SRR5866329,
6426,SRR5866330,
6427,SRR5866332,
6428,SRR5866333,
6429,SRR5866334,
6430,SRR5866335,
6431,SRR5866336,
6432,SRR5866337,
6433,SRR5866338,
6434,SRR5866340,
6435,SRR5866342,
6436,SRR5866375,
6437,SRR5866378,
6438,SRR5866383,
6439,SRR5866386,
6440,SRR5866387,
6441,SRR5866388,
6442,SRR5866389,
6443,SRR5866390,
6444,SRR5866396,
6445,SRR5866405,
6446,SRR5866406,
6447,SRR5866407,
6448,SRR5866408,
6449,SRR5866431,
6450,SRR5866436,
6451,SRR5866437,
6452,SRR5866442,
6453,SRR5866446,
6454,SRR5866447,
6455,SRR5866449,
6456,SRR5866450,
6457,SRR5866451,
6458,SRR5866469,
6459,SRR5866472,
6460,SRR5866473,
6461,SRR5866475,
6462,SRR5866476,
6463,SRR5866477,
6464,SRR5866510,
6465,SRR5866513,
6466,SRR5866521,
6467,SRR5866522,
6468,SRR5866524,
6469,SRR5866529,
6470,SRR5866530,
6471,SRR5866587,
6472,SRR5866588,
6473,SRR5866589,
6474,SRR5495972,57.0
6475,SRR5495974,51.0
6476,SRR5495975,51.0
6477,SRR5495976,29.0
6478,SRR5495977,29.0
6479,SRR5495978,75.0
6480,SRR5495979,75.0
6481,SRR5495980,43.0
6482,SRR5495981,43.0
6483,SRR5578911,26.0
6484,SRR5578913,26.0
6485,SRR5578915,59.0
6486,SRR5578916,31.0
6487,SRR5578917,54.0
6488,SRR5578918,60.0
6489,SRR5578922,22.0
6490,SRR5578928,56.0
6491,SRR5578929,68.0
6492,SRR5578930,65.0
6493,SRR5578931,78.0
6494,SRR5578933,89.0
6495,SRR5578934,38.0
6496,SRR5578936,66.0
6497,SRR5578937,81.0
6498,SRR5578938,56.0
6499,SRR5578944,71.0
6500,SRR5578945,21.0
6501,SRR5578946,88.0
6502,SRR5578947,82.0
6503,SRR5578948,74.0
6504,SRR5578949,75.0
6505,SRR5578950,80.0
6506,SRR5578951,87.0
6507,SRR5578953,29.0
6508,SRR5578956,24.0
6509,SRR5578959,69.0
6510,SRR5578963,85.0
6511,SRR5578964,25.0
6512,SRR5578966,70.0
6513,SRR5578968,71.0
6514,SRR5578973,67.0
6515,SRR5578977,25.0
6516,SRR5578979,66.0
6517,SRR5578980,24.0
6518,SRR5578981,30.0
6519,SRR5578982,61.0
6520,SRR5578984,42.0
6521,SRR5578985,59.0
6522,SRR5578986,48.0
6523,SRR5578987,70.0
6524,SRR5578988,22.0
6525,SRR5578989,26.0
6526,SRR5578990,31.0
6527,SRR5578991,79.0
6528,SRR5578992,38.0
6529,SRR5578993,75.0
6530,SRR5578994,65.0
6531,SRR5578996,48.0
6532,SRR5579001,81.0
6533,SRR5579002,64.0
6534,SRR5579003,44.0
6535,SRR5579004,53.0
6536,SRR5579005,78.0
6537,SRR5579006,69.0
6538,SRR5579009,32.0
6539,SRR5579010,52.0
6540,SRR5579011,80.0
6541,SRR5579012,53.0
6542,SRR5579013,61.0
6543,SRR5579014,72.0
6544,SRR5579015,40.0
6545,SRR5579016,84.0
6546,SRR5579017,52.0
6547,SRR5579018,86.0
6548,SRR5579019,71.0
6549,SRR5579020,80.0
6550,SRR5579021,81.0
6551,SRR5579025,39.0
6552,SRR5579026,25.0
6553,SRR5579028,24.0
6554,SRR5579030,27.0
6555,SRR5579031,63.0
6556,SRR5579035,61.0
6557,SRR5579036,81.0
6558,SRR5579037,69.0
6559,SRR5579038,73.0
6560,SRR5579039,77.0
6561,SRR5579040,60.0
6562,SRR5579041,72.0
6563,SRR5579042,52.0
6564,SRR5579043,54.0
6565,SRR5579044,57.0
6566,SRR5579051,30.0
6567,SRR5579054,27.0
6568,SRR5579055,29.0
6569,SRR5579057,35.0
6570,SRR5579058,22.0
6571,SRR5579059,65.0
6572,SRR5579060,56.0
6573,SRR5579061,
6574,SRR5579064,
6575,SRR5579068,42.0
6576,SRR5579070,65.0
6577,SRR5579071,60.0
6578,SRR5579072,60.0
6579,SRR5579073,83.0
6580,SRR5579074,68.0
6581,SRR5579075,76.0
6582,SRR5579076,32.0
6583,SRR5579077,61.0
6584,SRR5579078,
6585,SRR5579079,34.0
6586,SRR5579080,70.0
6587,SRR5579081,63.0
6588,SRR5579082,85.0
6589,SRR5579088,49.0
6590,SRR5579089,68.0
6591,SRR5579090,
6592,SRR5579092,87.0
6593,SRR5579093,78.0
6594,SRR5579094,51.0
6595,SRR5579103,67.0
6596,SRR5579104,
6597,SRR5579105,63.0
6598,SRR5579106,62.0
6599,SRR5579109,34.0
6600,SRR5579110,37.0
6601,SRR5579114,76.0
6602,SRR5711551,
6603,SRR5711557,
6604,SRR5711558,
6605,SRR5711559,
6606,SRR5711560,
6607,SRR5711573,
6608,SRR5711582,
6609,SRR5711583,
6610,SRR5711584,
6611,SRR5711585,
6612,SRR5711589,
6613,SRR5637713,
6614,SRR5637714,
6615,SRR5637715,
6616,SRR5637716,
6617,SRR5637717,
6618,SRR5637718,
6619,SRR5637719,
6620,SRR5637720,
6621,SRR5637721,
6622,SRR5637722,
6623,SRR5637723,
6624,SRR5637724,
6625,SRR5637725,
6626,SRR5637726,
6627,SRR5637727,
6628,SRR5637728,
6629,SRR5637729,
6630,SRR5637730,
6631,SRR5637731,
6632,SRR5637732,
6633,SRR5637733,
6634,SRR5637734,
6635,SRR5637735,
6636,SRR5637736,
6637,SRR5637737,
6638,SRR5637739,
6639,SRR5637740,
6640,SRR5637741,
6641,SRR5637742,
6642,SRR5637743,
6643,SRR5637744,
6644,SRR5637745,
6645,SRR5637746,
6646,SRR5637747,
6647,SRR5637748,
6648,SRR5637749,
6649,SRR5637750,
6650,SRR5637751,
6651,SRR5637752,
6652,SRR5637753,
6653,SRR5637754,
6654,SRR5637755,
6655,SRR5637756,
6656,SRR5637757,
6657,SRR5637758,
6658,SRR5637760,
6659,SRR5637761,
6660,SRR5637762,
6661,SRR5637763,
6662,SRR5637764,
6663,SRR5637765,
6664,SRR5637766,
6665,SRR5637767,
6666,SRR5637768,
6667,SRR5637769,
6668,SRR5637770,
6669,SRR5637771,
6670,SRR5637772,
6671,SRR5637773,
6672,SRR5637774,
6673,SRR5637775,
6674,SRR5637776,
6675,SRR5637777,
6676,SRR5637778,
6677,SRR5637779,
6678,SRR5637780,
6679,SRR5637781,
6680,SRR5637782,
6681,SRR5637783,
6682,SRR5637784,
6683,SRR5637785,
6684,SRR5637786,
6685,SRR5637787,
6686,SRR5637788,
6687,SRR5637789,
6688,SRR5637790,
6689,SRR5637791,
6690,SRR5637792,
6691,SRR5637793,
6692,SRR5637794,
6693,SRR5637795,
6694,SRR5637796,
6695,SRR5637797,
6696,SRR5637798,
6697,SRR5637799,
6698,SRR5637800,
6699,SRR5637801,
6700,SRR5637802,
6701,SRR5637803,
6702,SRR5637804,
6703,SRR5637806,
6704,SRR5637808,
6705,SRR5637809,
6706,SRR5637810,
6707,SRR5637811,
6708,SRR5637812,
6709,SRR5637813,
6710,SRR5637814,
6711,SRR5637815,
6712,SRR5637816,
6713,SRR5343022,
6714,SRR5343023,
6715,SRR5343024,
6716,SRR5343025,
6717,SRR5343026,
6718,SRR5343027,
6719,SRR5343028,
6720,SRR5343029,
6721,SRR5343030,
6722,SRR5343031,
6723,SRR5343032,
6724,SRR5343033,
6725,SRR5343034,
6726,SRR5343035,
6727,SRR5343036,
6728,SRR5343037,
6729,SRR5343038,
6730,SRR5343039,
6731,SRR5343040,
6732,SRR5343041,
6733,SRR5343042,
6734,SRR5343043,
6735,SRR5343044,
6736,SRR5343045,
6737,SRR5343046,
6738,SRR5343047,
6739,SRR5343048,
6740,SRR5343049,
6741,SRR5343050,
6742,SRR5343051,
6743,SRR5343052,
6744,SRR5343053,
6745,SRR5343054,
6746,SRR5343055,
6747,SRR5343056,
6748,SRR5343057,
6749,SRR5343058,
6750,SRR5343059,
6751,SRR5343060,
6752,SRR5343061,
6753,SRR5343062,
6754,SRR5343063,
6755,SRR5343064,
6756,SRR5343065,
6757,SRR5343066,
6758,SRR5343067,
6759,SRR5343068,
6760,SRR5343069,
6761,SRR5343070,
6762,SRR5343071,
6763,SRR5343072,
6764,SRR5343073,
6765,SRR5343074,
6766,SRR5343075,
6767,SRR5343076,
6768,SRR5343077,
6769,SRR5343078,
6770,SRR5343079,
6771,SRR5343080,
6772,SRR5343081,
6773,SRR5343082,
6774,SRR5343083,
6775,SRR5343084,
6776,SRR5343085,
6777,SRR5343086,
6778,SRR5343087,
6779,SRR5343088,
6780,SRR5343089,
6781,SRR5343090,
6782,SRR5343091,
6783,SRR5343092,
6784,SRR5343093,
6785,SRR5343094,
6786,SRR5343095,
6787,SRR5343096,
6788,SRR5343097,
6789,SRR5343098,
6790,SRR5343099,
6791,SRR5343100,
6792,SRR5343101,
6793,SRR5343102,
6794,SRR5343103,
6795,SRR5343104,
6796,SRR5343105,
6797,SRR5650046,
6798,SRR5650026,
6799,SRR5650031,
6800,SRR5650022,
6801,SRR5343106,
6802,SRR5650023,
6803,SRR5650030,
6804,SRR5650024,
6805,SRR5650025,
6806,SRR5343107,
6807,SRR5650027,
6808,SRR5650028,
6809,SRR5650029,
6810,SRR5343108,
6811,SRR5650045,
6812,SRR5650047,
6813,SRR5650048,
6814,SRR5650049,
6815,SRR5343109,
6816,SRR5650051,
6817,SRR5650050,
6818,SRR5650052,
6819,SRR5650053,
6820,SRR5343110,
6821,SRR5650176,
6822,SRR5651419,
6823,SRR5650054,
6824,SRR5343111,
6825,SRR5651417,
6826,SRR5651418,
6827,SRR5651420,
6828,SRR5651421,
6829,SRR5651426,
6830,SRR5651423,
6831,SRR5343112,
6832,SRR5651422,
6833,SRR5651425,
6834,SRR5651428,
6835,SRR5651424,
6836,SRR5651427,
6837,SRR5343113,
6838,SRR5651431,
6839,SRR5651432,
6840,SRR5651430,
6841,SRR5651433,
6842,SRR5651429,
6843,SRR5343114,
6844,SRR5651434,
6845,SRR5651436,
6846,SRR5651435,
6847,SRR5651437,
6848,SRR5343115,
6849,SRR5651439,
6850,SRR5651442,
6851,SRR5651438,
6852,SRR5651440,
6853,SRR5343116,
6854,SRR5651443,
6855,SRR5651441,
6856,SRR5651445,
6857,SRR5343117,
6858,SRR5651446,
6859,SRR5651444,
6860,SRR5651448,
6861,SRR5651449,
6862,SRR5343118,
6863,SRR5651452,
6864,SRR5651460,
6865,SRR5651451,
6866,SRR5651447,
6867,SRR5651459,
6868,SRR5651457,
6869,SRR5343119,
6870,SRR5651453,
6871,SRR5651464,
6872,SRR5651462,
6873,SRR5651461,
6874,SRR5651463,
6875,SRR5651465,
6876,SRR5343120,
6877,SRR5651466,
6878,SRR5651467,
6879,SRR5651468,
6880,SRR5651469,
6881,SRR5343121,
6882,SRR5651478,
6883,SRR5651471,
6884,SRR5651472,
6885,SRR5651470,
6886,SRR5343122,
6887,SRR5343123,
6888,SRR5343124,
6889,SRR5343125,
6890,SRR5343126,
6891,SRR5343127,
6892,SRR5343128,
6893,SRR5343129,
6894,SRR5343130,
6895,SRR5343131,
6896,SRR5343132,
6897,SRR5343133,
6898,SRR5343134,
6899,SRR5343135,
6900,SRR5343136,
6901,SRR5343137,
6902,SRR5343138,
6903,SRR5343139,
6904,SRR5343140,
6905,SRR5343141,
6906,SRR5343142,
6907,SRR5343143,
6908,SRR5343144,
6909,SRR5343145,
6910,SRR5343146,
6911,SRR5343147,
6912,SRR5343148,
6913,SRR5343149,
6914,SRR5343150,
6915,SRR5343151,
6916,SRR5343152,
6917,SRR5343153,
6918,SRR5343154,
6919,SRR5343155,
6920,SRR5343156,
6921,SRR5343157,
6922,SRR5343158,
6923,SRR5343159,
6924,SRR5343160,
6925,SRR5343161,
6926,SRR5343162,
6927,SRR5343163,
6928,SRR5343164,
6929,SRR5343165,
6930,SRR5343166,
6931,SRR5343167,
6932,SRR5343168,
6933,SRR5343169,
6934,SRR5343170,
6935,SRR5343171,
6936,SRR5343172,
6937,SRR5343173,
6938,SRR5343174,
6939,SRR5343175,
6940,SRR5343176,
6941,SRR5343177,
6942,SRR5343178,
6943,SRR5343179,
6944,SRR5343180,
6945,SRR5343181,
6946,SRR5343182,
6947,SRR5343183,
6948,SRR5343184,
6949,SRR5343185,
6950,SRR5343186,
6951,SRR5343188,
6952,SRR5343189,
6953,SRR5343190,
6954,SRR5343191,
6955,SRR5343192,
6956,SRR5343193,
6957,SRR5343194,
6958,SRR5343195,
6959,SRR5343196,
6960,SRR5343197,
6961,SRR5343198,
6962,SRR5343199,
6963,SRR5343200,
6964,SRR5343201,
6965,SRR5343202,
6966,SRR5343203,
6967,SRR5343204,
6968,SRR5343205,
6969,SRR5343206,
6970,SRR5343207,
6971,SRR5343208,
6972,SRR5343209,
6973,SRR5343210,
6974,SRR5343211,
6975,SRR5343212,
6976,SRR5343213,
6977,SRR5343214,
6978,SRR5343215,
6979,SRR5343216,
6980,SRR5343217,
6981,SRR5343218,
6982,SRR5343219,
6983,SRR5343220,
6984,SRR5343221,
6985,SRR5343222,
6986,SRR5343223,
6987,SRR5343224,
6988,SRR5648766,52.0
6989,SRR5648767,52.0
6990,SRR5648768,52.0
6991,SRR5648769,52.0
6992,SRR5648770,52.0
6993,SRR5648771,52.0
6994,SRR5648772,52.0
6995,SRR5648773,52.0
6996,SRR5648774,52.0
6997,SRR5648775,52.0
6998,SRR5648776,52.0
6999,SRR5648777,52.0
7000,SRR5648778,52.0
7001,SRR5648779,52.0
7002,SRR5648780,52.0
7003,SRR5648781,21.0
7004,SRR5648782,21.0
7005,SRR5648783,21.0
7006,SRR5648784,21.0
7007,SRR5648785,21.0
7008,SRR5648786,21.0
7009,SRR5648787,21.0
7010,SRR5648788,21.0
7011,SRR5648789,21.0
7012,SRR5648791,20.0
7013,SRR5648792,20.0
7014,SRR5648793,20.0
7015,SRR5648794,20.0
7016,SRR5648795,20.0
7017,SRR5648796,20.0
7018,SRR5648797,20.0
7019,SRR5648798,20.0
7020,SRR5648799,20.0
7021,SRR5648800,20.0
7022,SRR5648801,31.0
7023,SRR5648802,27.0
7024,SRR5648803,27.0
7025,SRR5648804,31.0
7026,SRR5648805,31.0
7027,SRR5648806,31.0
7028,SRR5648807,31.0
7029,SRR5648808,31.0
7030,SRR5648809,31.0
7031,SRR5648810,21.0
7032,SRR5648811,31.0
7033,SRR5648812,31.0
7034,SRR5648813,21.0
7035,SRR5648814,21.0
7036,SRR5648815,31.0
7037,SRR5648816,31.0
7038,SRR5648817,21.0
7039,SRR5648818,21.0
7040,SRR5648819,21.0
7041,SRR5648820,21.0
7042,SRR5648821,21.0
7043,SRR5648822,21.0
7044,SRR5648823,21.0
7045,SRR5648824,21.0
7046,SRR5648825,21.0
7047,SRR5648826,21.0
7048,SRR5648827,21.0
7049,SRR5648828,21.0
7050,SRR5648829,20.0
7051,SRR5648830,20.0
7052,SRR5648831,20.0
7053,SRR5648832,20.0
7054,SRR5648833,20.0
7055,SRR5648834,20.0
7056,SRR5648835,20.0
7057,SRR5648836,20.0
7058,SRR5648837,20.0
7059,SRR5648838,20.0
7060,SRR5648839,21.0
7061,SRR5648840,21.0
7062,SRR5648841,52.0
7063,SRR5648842,52.0
7064,SRR5648843,52.0
7065,SRR5648844,52.0
7066,SRR5648845,52.0
7067,SRR5648846,52.0
7068,SRR5648847,52.0
7069,SRR5648848,52.0
7070,SRR5648849,52.0
7071,SRR5648850,52.0
7072,SRR5648854,21.0
7073,SRR5648855,21.0
7074,SRR5648856,21.0
7075,SRR5648857,21.0
7076,SRR5648858,21.0
7077,SRR5648859,21.0
7078,SRR5648860,27.0
7079,SRR5648861,27.0
7080,SRR5648862,27.0
7081,SRR5648863,27.0
7082,SRR5648864,27.0
7083,SRR5648865,27.0
7084,SRR5648866,27.0
7085,SRR5648867,27.0
7086,SRR5648868,21.0
7087,SRR5648869,21.0
7088,SRR5648870,52.0
7089,SRR5648871,52.0
7090,SRR5648872,31.0
7091,SRR5648873,31.0
7092,SRR5648874,31.0
7093,SRR5648875,31.0
7094,SRR5648876,31.0
7095,SRR5648877,31.0
7096,SRR5648878,31.0
7097,SRR5648879,52.0
7098,SRR5648880,52.0
7099,SRR5648881,52.0
7100,SRR5648882,52.0
7101,SRR5648883,52.0
7102,SRR5648884,52.0
7103,SRR5648885,52.0
7104,SRR5648886,52.0
7105,SRR5648887,52.0
7106,SRR5648888,52.0
7107,SRR5648889,52.0
7108,SRR5648890,52.0
7109,SRR5648891,52.0
7110,SRR5648892,52.0
7111,SRR5648893,52.0
7112,SRR5648894,52.0
7113,SRR5648895,52.0
7114,SRR5648896,52.0
7115,SRR5648897,52.0
7116,SRR5648898,52.0
7117,SRR5648899,52.0
7118,SRR5648900,52.0
7119,SRR5648901,21.0
7120,SRR5648902,21.0
7121,SRR5648903,21.0
7122,SRR5648904,21.0
7123,SRR5648905,21.0
7124,SRR5648906,21.0
7125,SRR5648907,21.0
7126,SRR5648908,21.0
7127,SRR5648909,21.0
7128,SRR5648910,21.0
7129,SRR5648911,27.0
7130,SRR5648912,27.0
7131,SRR5648913,27.0
7132,SRR5648914,27.0
7133,SRR5648915,27.0
7134,SRR5648916,27.0
7135,SRR5648917,27.0
7136,SRR5648918,27.0
7137,SRR5648919,27.0
7138,SRR5648920,27.0
7139,SRR5648921,31.0
7140,SRR5648922,31.0
7141,SRR5648923,31.0
7142,SRR5648924,31.0
7143,SRR5648925,31.0
7144,SRR5648926,31.0
7145,SRR5648927,31.0
7146,SRR5648928,31.0
7147,SRR5648929,31.0
7148,SRR5648930,31.0
7149,SRR5648931,31.0
7150,SRR5648932,52.0
7151,SRR5648933,52.0
7152,SRR5648934,21.0
7153,SRR5648935,21.0
7154,SRR5648936,21.0
7155,SRR5648937,21.0
7156,SRR5648938,21.0
7157,SRR5648939,21.0
7158,SRR5648940,21.0
7159,SRR5648941,21.0
7160,SRR5648942,52.0
7161,SRR5648943,21.0
7162,SRR5648944,21.0
7163,SRR5648945,52.0
7164,SRR5648946,20.0
7165,SRR5648947,20.0
7166,SRR5648948,20.0
7167,SRR5648949,20.0
7168,SRR5648950,20.0
7169,SRR5648951,20.0
7170,SRR5648952,20.0
7171,SRR5648953,20.0
7172,SRR5648954,20.0
7173,SRR5648955,20.0
7174,SRR5648956,52.0
7175,SRR5648957,52.0
7176,SRR5648958,52.0
7177,SRR5648959,52.0
7178,SRR5648960,52.0
7179,SRR5648961,52.0
7180,SRR5648962,52.0
7181,SRR5648963,52.0
7182,SRR5648964,52.0
7183,SRR5648965,52.0
7184,SRR5648966,21.0
7185,SRR5648967,21.0
7186,SRR5648968,52.0
7187,SRR5648969,52.0
7188,SRR5648970,52.0
7189,SRR5648971,52.0
7190,SRR5648972,52.0
7191,SRR5648973,52.0
7192,SRR5648974,52.0
7193,SRR5648975,52.0
7194,SRR5648976,52.0
7195,SRR5648977,52.0
7196,SRR5648978,27.0
7197,SRR5648979,27.0
7198,SRR5648990,21.0
7199,SRR5648991,21.0
7200,SRR5648992,21.0
7201,SRR5648993,21.0
7202,SRR5648994,27.0
7203,SRR5648995,27.0
7204,SRR5648996,21.0
7205,SRR5648997,21.0
7206,SRR5648998,27.0
7207,SRR5648999,27.0
7208,SRR5649000,27.0
7209,SRR5649001,27.0
7210,SRR5649002,27.0
7211,SRR5649003,27.0
7212,SRR5649004,27.0
7213,SRR5649005,27.0
7214,SRR5649006,27.0
7215,SRR5649007,27.0
7216,SRR5649008,27.0
7217,SRR5649009,27.0
7218,SRR5649010,27.0
7219,SRR5649011,31.0
7220,SRR5649012,31.0
7221,SRR5649013,31.0
7222,SRR5649014,31.0
7223,SRR5649015,31.0
7224,SRR5649016,31.0
7225,SRR5649017,31.0
7226,SRR5649018,31.0
7227,SRR5649019,31.0
7228,SRR5649020,31.0
7229,SRR5649021,31.0
7230,SRR5649022,31.0
7231,SRR5649023,31.0
7232,SRR5649024,31.0
7233,SRR5649025,31.0
7234,SRR5649026,52.0
7235,SRR5649027,52.0
7236,SRR5649028,52.0
7237,SRR5649029,52.0
7238,SRR5649030,52.0
7239,SRR5649031,52.0
7240,SRR5649032,52.0
7241,SRR5649033,52.0
7242,SRR5649034,52.0
7243,SRR5649035,52.0
7244,SRR5649036,52.0
7245,SRR5649037,52.0
7246,SRR5649038,52.0
7247,SRR5649039,52.0
7248,SRR5649040,52.0
7249,SRR5649041,52.0
7250,SRR5649042,27.0
7251,SRR5649043,27.0
7252,SRR5649044,27.0
7253,SRR5649045,27.0
7254,SRR5649046,27.0
7255,SRR5649047,27.0
7256,SRR5649048,27.0
7257,SRR5649049,27.0
7258,SRR5649050,27.0
7259,SRR5649051,27.0
7260,SRR5649052,31.0
7261,SRR5649053,31.0
7262,SRR5649054,31.0
7263,SRR5649055,31.0
7264,SRR5649056,31.0
7265,SRR5649057,31.0
7266,SRR5649058,31.0
7267,SRR5649059,31.0
7268,SRR5649060,31.0
7269,SRR5649061,31.0
