Samples,ERR4281055,ERR4281016,ERR4281054,ERR4281017,ERR4281061,ERR4281019,ERR4281020,ERR4281063,ERR4281021,ERR4281064,ERR4281022,ERR4281023,ERR4281066,ERR4281024,ERR4281067,ERR4281025,ERR4281026,ERR4281069,ERR4281027,ERR4281070,ERR4281071,ERR4281029,ERR4281072,ERR4281030,ERR4281073,ERR4281074,ERR4281032,ERR4281075,ERR4281076,ERR4281034,ERR4281077,ERR4281035,ERR4281078,ERR4281037,ERR4281080,ERR4281038,ERR4281039,ERR4281082,ERR4281040,ERR4281083,ERR4281041,ERR4281042,ERR4281085,ERR4281043,ERR4281087,ERR4281045,ERR4281088,ERR4281046,ERR4281089,ERR4281048,ERR4281091,ERR4281049,ERR4281092,ERR4281050,ERR4281094,ERR4281052,ERR4281095,ERR4281053,ERR4281056,ERR4281097,ERR4281058,ERR4281059,ERR4281098,ERR4281100,ERR4281101,ERR4281102,ERR4281103,ERR4281104,ERR4281105,ERR4281107,ERR4281108,ERR4281109,ERR4281110,ERR4281111,ERR4281115,ERR4281116,ERR4281117,ERR4281118,ERR4281120,ERR4281121,ERR4281122,ERR4281123,ERR4281124,ERR4281128,ERR4281129,ERR4281130,ERR4281131,ERR4281132,ERR4281135,ERR4281137,ERR4281138,ERR4281139,ERR4281140,ERR4281142,ERR4281144,ERR4281145,ERR4281146,ERR4281149,ERR4281150,ERR4281151,ERR4281152,ERR4281156,ERR4281157,ERR4281158,ERR4281159,ERR4281160,ERR4281161,ERR4281162,ERR4281167,ERR4281168,ERR4281169,ERR4281170,ERR4281171,ERR4281172,ERR4281174,ERR4281175,ERR4281176,ERR4281177,ERR4281178,ERR4281179,ERR4281180,ERR4281181,ERR4281183,ERR4281184,ERR4281185,ERR4281186,ERR4281187,ERR4281188,ERR4281189,ERR4281190,ERR4281192,ERR4281193,ERR4281194,ERR4281195,ERR4281196,ERR4281197,ERR4281198,ERR4281199,ERR4281200,ERR4281201,ERR4281203,ERR4281204,ERR4281205,ERR4281206,ERR4281207,ERR4281209,ERR4281210,ERR4281211,ERR4281212,ERR4281213,ERR4281214,ERR4281216,ERR4281217,ERR4281219,ERR4281220,ERR4281221,ERR4281222,ERR4281223,ERR4281224,ERR4281227,ERR4281228,ERR4281229,ERR4281231,ERR4281232,ERR4281233,ERR4281234,ERR4281235,ERR4281237,ERR4281238,ERR4281239,ERR4281240,ERR4281241,ERR4281244,ERR4281245,ERR4281246,ERR4281247,ERR4281249,ERR4281252,ERR4281253,ERR4281254,ERR4281255,ERR4281257,ERR4281258,ERR4281259,ERR4281260,ERR4281261,ERR4281263,ERR4281264,ERR4281265,ERR4281266,ERR4281267,ERR4281268,ERR4281269,ERR4281270,ERR4281272,ERR4281273,ERR4281274,ERR4281275,ERR4281276,ERR4281278,ERR4281279,ERR4281281,ERR4281282,ERR4281283,ERR4281284,ERR4281285,ERR4281286,ERR4281287,ERR4281290,ERR4281291,ERR4281292,ERR4281293,ERR4281295,ERR4281296,ERR4281297,ERR4281299,ERR4281300,ERR4281301,ERR4281302,ERR4281303,ERR4281305,ERR4281306,ERR4281307,ERR4281308,ERR4281309,ERR4281311,ERR4281312,ERR4281313,ERR4281314,ERR4281315,ERR4281319,ERR4281320,ERR4281321,ERR4281322,ERR4281323,ERR4281325,ERR4281327,ERR4281328,ERR4281329,ERR4281330,ERR4281334,ERR4281335,ERR4281336,ERR4281337,ERR4281338,ERR4281340,ERR4281341,ERR4281342,ERR4281343,ERR4281344,ERR4281349,ERR4281350,ERR4281351,ERR4281352,ERR4281354,ERR4281356,ERR4281357,ERR4281358,ERR4281359,ERR4281361,ERR4281362,ERR4281363,ERR4281364,ERR4281365,ERR4281367,ERR4281368,ERR4281369,ERR4281370,ERR4281371,ERR4281374,ERR4281375,ERR4281376,ERR4281377,ERR4281378,ERR4281382,ERR4281383,ERR4281384,ERR4281385,ERR4281387,ERR4281388,ERR4281389,ERR4281390,ERR4281391,ERR4281394,ERR4281396,ERR4281397,ERR4281398,ERR4281399,ERR4281402,ERR4281403,ERR4281404,ERR4281405,ERR4281406,ERR4281409,ERR4281410,ERR4281411,ERR4281412,ERR4281413,ERR4281415,ERR4281416,ERR4281417,ERR4281418,ERR4281419,ERR4281420,ERR4281423,ERR4281424,ERR4281425,ERR4281426,ERR4281427,ERR4281429,ERR4281430,ERR4281431,ERR4281432,ERR4281433,ERR4281435,ERR4281436,ERR4281437,ERR4281438,ERR4281439,ERR4281440,ERR4281441,ERR4281442,ERR4281444,ERR4281445,ERR4281446,ERR4281447,ERR4281448,ERR4281450,ERR4281451,ERR4281452,ERR4281453,ERR4281454,ERR4281456,ERR4281457,ERR4281458,ERR4281459,ERR4281460,ERR4281462,ERR4281463,ERR4281464,ERR4281465,ERR4281466,ERR4281468,ERR4281469,ERR4281470,ERR4281471,ERR4281472,ERR4281474,ERR4281475,ERR4281476,ERR4281477,ERR4281478,ERR4281479,ERR4281480,ERR4281482,ERR4281483,ERR4281484,ERR4281485,ERR4281487,ERR4281488,ERR4281489,ERR4281490,ERR4281492,ERR4281493,ERR4281494,ERR4281495,ERR4281496,ERR4281497,ERR4281498,ERR4281500,ERR4281501,ERR4281502,ERR4281503,ERR4281504,ERR4281505,ERR4281507,ERR4281508,ERR4281509,ERR4281510,ERR4281511,ERR4281513,ERR4281514,ERR4281515,ERR4281516,ERR4281517,ERR4281519,ERR4281520,ERR4281521,ERR4281524,ERR4281525,ERR4281526,ERR4281527,ERR4281529,ERR4281531,ERR4281532,ERR4281533,ERR4281534,ERR4281535,ERR4281539,ERR4281540,ERR4281541,ERR4281543,ERR4281544,ERR4281545,ERR4281546,ERR4281547,ERR4281549,ERR4281550,ERR4281551,ERR4281552,ERR4281553,ERR4281555,ERR4281556,ERR4281557,ERR4281558,ERR4281561,ERR4281562,ERR4281563,ERR4281564,ERR4281565,ERR4281567,ERR4281568,ERR4281570,ERR4281571,ERR4281572,ERR4281573,ERR4281574,ERR4281576,ERR4281577,ERR4281578,ERR4281580,ERR4281581,ERR4281582,ERR4281585,ERR4281586,ERR4281587,ERR4281588,ERR4281589,ERR4281590,ERR4281593,ERR4281595,ERR4281596,ERR4281597,ERR4281598,ERR4281600,ERR4281601,ERR4281602,ERR4281605,ERR4281606,ERR4281607,ERR4281608,ERR4281609,ERR4281613,ERR4281615,ERR4281616,ERR4281617,ERR4281618,ERR4281622,ERR4281623,ERR4281624,ERR4281627,ERR4281628,ERR4281629,ERR4281630,ERR4281632,ERR4281633,ERR4281634,ERR4281635,ERR4281637,ERR4281638,ERR4281639,ERR4281641,ERR4281642,ERR4281644,ERR4281645,ERR4281646,ERR4281647,ERR4281649,ERR4281650,ERR4281651,ERR4281652,ERR4281655,ERR4281656,ERR4281657,ERR4281658,ERR4281659,ERR4281660,ERR4281665,ERR4281666,ERR4281667,ERR4281668,ERR4281671,ERR4281673,ERR4281675,ERR4281676,ERR4281678,ERR4281679,ERR4281682,ERR4281683,ERR4281684,ERR4281685,ERR4281686,ERR4281688,ERR4281689,ERR4281690,ERR4281692,ERR4281693,ERR4281694,ERR4281695,ERR4281696,ERR4281698,ERR4281699,ERR4281700,ERR4281701,ERR4281705,ERR4281706,ERR4281707,ERR4281917,ERR4281918,ERR4281919,ERR4281920,ERR4282067,ERR4282079,ERR4282080,ERR4282087,ERR4282097,ERR4282523,ERR4282524,ERR4282525,ERR4282526,ERR4282528,ERR4282529,ERR4282530,ERR4282531,ERR4282532,ERR4282534,ERR4282535,ERR4282541,ERR4282542,ERR4282543,ERR4282550,ERR4282551,ERR4282552,ERR4282553,ERR4282555,ERR4282556,ERR4282557,ERR4282558,ERR4282562,ERR4282563,ERR4282593,ERR4282609,ERR4282610,ERR4282611,ERR4282612,ERR4282613,ERR4282614,ERR4282629,ERR4282630,ERR4282637,ERR4282638,ERR4282639,ERR4282640,ERR4282641,ERR4282656,ERR4282657,ERR4282658,ERR4282662,ERR4282681,ERR4282682,ERR4282683,ERR4282684,ERR4282697,ERR4282698,ERR4282699,ERR4282702,ERR4282703,ERR4282704,ERR4282705,ERR4282719,ERR4282720,ERR4282721,ERR4282722,ERR4282725,ERR4282726,ERR4282740,ERR4282741,ERR4282746,ERR4282747,ERR4282764,ERR4282765,ERR4282766,ERR4282768,ERR4282769,ERR4282770,ERR4282771,ERR4282772,ERR4282796,ERR4282797,ERR4282798,ERR4282799,ERR4282800,ERR4282815,ERR4282816,ERR4282817,ERR4282845,ERR4282846,ERR4282847,ERR4282848,ERR4282850,ERR4282851,ERR4282852,ERR4282853,ERR4282854,ERR4282866,ERR4282867,ERR4282868,ERR4282869,ERR4282882,ERR4282883,ERR4282955,ERR4282956,ERR4282957
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,0.2568128241395568,0.0,0.0,0.0,0.0037376353806303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0538654758582193,0.0050239985645718,0.0,0.0,0.0,9.405568096313016e-05,0.0,0.0,0.0167735136559234,0.0,0.0,0.0,0.0002164033758926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003267760277106,0.0,7.084762093688894e-05,0.0,0.0,0.0,0.0,0.0,0.0003961651216226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532538499751614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040971488912354,0.0001864106626899,3.154607303967445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297400937366851,0.0,0.0,0.0,0.0,0.0051308809461692,0.0,0.0,0.0,0.0,0.0,0.0,6.790249202145719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0411682293350576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7799511002445e-05,0.0002170542635658,0.0,0.0,0.0,0.0,0.0,0.0,7.290755322251386e-05,0.0,0.0,0.0,0.0017122868814363,0.0,0.0,0.0,7.265329845975009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1172604931569473,0.0,0.0933852140077821,0.0,0.0,0.0,0.0,0.0,2.14905871228402e-05,0.0,0.0,0.0001445922498554,0.0,0.0,0.0,0.0,0.0,0.0,5.591590248266606e-05,0.0,0.0001555693839452,0.0,0.0,0.0,0.0,0.0,0.0007672634271099,0.0,0.0416800256492465,0.0,0.0,0.0,0.0,0.0,3.1528833117886304e-05,0.0,0.0,0.0,0.0,0.0003303912776702,0.0,0.0,0.0,0.0004697356059589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628067916633137,0.0,0.5202385128025254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001192179303767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.346459006758743e-05,0.0,5.237933111594165e-05,0.0,0.0,2.0204061016264268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.063152533740769,0.0,0.0,0.0,0.0,0.3421090216615091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623627580149319,0.0,0.0,0.0090086131130251,0.0,9.07008911362554e-05,0.0001554139561732,0.0,0.0001695720002713,0.0,0.0,0.0,0.3095141972816579,0.0,0.0,0.1093344857389801,0.0,0.0,0.0,0.1192627944760357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282632541133455,0.0006491398896462,0.0,0.252975495915986,0.0,0.0,0.0,0.0,0.0001533507130808,0.0,0.0,0.0,0.0,0.0003824335521703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011991921232012,0.0,0.0,6.25919318999781e-05,0.0,0.0,0.0,9.599692809830086e-05,0.0,0.0,0.0,0.0,0.0,7.099751508697196e-05,0.0,0.0,0.0,0.5514083119952728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001515917129863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856944139395,0.0,0.0,0.0,0.0,0.0,0.0,4.661678670489243e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001150020125352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.190236748376283e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.913434821743044e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747758386913353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009485358497908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.002400960384154e-05,0.0,0.0,0.0,0.0,0.0030175612169181,0.0,0.0,0.0651115439093484,0.0,0.0,0.0,0.0005136304685593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4035795311318376,0.0,0.0,0.0,0.0,0.0,0.5826099849040328,0.542440142863442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014210919970082,0.0001289449082879,0.00305314378399,0.0,0.0,0.0,0.0,0.0,0.0746268656716417,0.0,0.0,0.0,0.0,0.0,0.4680874168589657,0.2652051405401691,0.2624538972215392,0.0,0.0,0.0,0.0,0.0,0.0004773106951689,0.2756137307469905,0.1412715412325966,0.0,0.0,0.0367691588946758,0.0,0.2207682356453378,0.0,0.3423540448870607,0.0,0.0,0.0,0.4421983294828505,0.3664899954805045,0.0,0.0,0.0004990019960079,0.0,0.0,0.0,0.0,0.0,0.0004707464694014,0.0,0.0,0.0002417567658317,0.0,0.009038245731097,0.0,0.0,0.0,0.0,0.0,0.0030448665196352,0.0,0.0,0.0,0.0951185187229228,0.0,0.6069635202519464,0.0005038121788197,0.0,0.0,0.0,0.0627503337783711,0.0004639223084774,0.0086367485182049,0.0,0.0062520565975649,0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.0793965110796793,0.0,0.0,0.0022985029487373,0.0003476870121516,0.1022784597275937,0.0,0.0022779043280182,0.1246882793017456,0.1558732010890704,0.0471237699015921,0.0,0.1212381361186626,0.0993223320055868,0.001010101010101,0.0,0.0156551383842461,0.0030360619263928,0.0,0.0490246977675591,0.0503197893152746,0.0,0.2922766279656739,0.0607710547115131,0.1683235867446393,0.1281931464174454,0.068002408348943,0.1251677126163168,0.0,0.1966349770877505,0.0635439523532309,0.0,0.0001509092280992,0.0,0.0593398507305792,0.0,0.017918528704022,0.0537614955525403,0.0025087148670526,0.0,0.0030736618971913,0.0,0.0,0.0003204101249599,0.2087967644084934,0.011306450558787,0.0,4.2508572562133366e-05,0.0,0.0,0.0003158060950576,0.0004452359750667,0.0,0.0016638935108153,0.0615537848605577,0.0003842213114754,0.0716407565105455,0.0,0.0,0.0,0.0908629441624365,7.922925778031311e-05,0.0004368004368004,0.0,0.0,0.2807974421666353,0.0,0.183985778876995,0.0001050567306345,0.0,0.000549249359209,0.1072989732642065,0.0,0.0,0.0068180666092157,0.0631533663153366,0.0,0.0840637114444631,0.1168025945533457,0.0391101310156959,0.0,0.1133815216384023,0.0,0.0003472825143254,0.0390245710262016,0.0,0.0084092501751927,0.0001112187991547,6.210022977085015e-05,0.0,0.0,0.0103663033680242,0.0,0.0,0.0973178458289334,0.0,0.0004521603802353,0.0,0.1190825508607198,0.0002072324111491,0.1403543307086614,0.0010315659170621,0.1118275607958732,0.0001595914458984,0.1129835312140942,0.0806135492117597,0.0,0.0,0.0199476641928703,0.0,0.013015624547062,0.0,0.0346579309689977,0.0102997822810249,0.0,0.0165476243290004,0.0,0.1361444965030216,0.0172312006493985,0.1286770747740345,0.0,0.1857962133710425,0.3315142494901053,0.1491873658386998,0.1036210798577433,0.0,0.0124472997390082,0.0,0.0522137404580152,0.0005573658034642,0.0036970129815569,0.0,0.0002446283687364,0.0,0.0127226463104325,0.0,0.0,0.0034036595374885,0.0,0.0013570194917345,0.0001955990220048,0.0437209302325581,0.0,0.013385898963968,0.0038910505836575,0.0,0.0255511753540662,0.0,0.1152668416447944,0.0261714034895204,0.0096484524264424,0.0001708233686368,0.006628996355275,0.0,0.0,0.3011522070816015,0.0307686718977041,0.0,0.0,0.0195395334747046,0.0573028301474126,0.0,0.0620544690184609,0.03628675105003,0.0,0.105289975912544,0.0024642681123706,0.0,0.0,0.0,0.0,0.0004083211553339,0.0,0.0109562324327425,0.0,0.0614301040160455,0.0,0.000734214390602,0.0225797459280793,0.0,0.0015284333558102,0.0,0.0053692670084522,0.0,0.0617802174147024,3.0508733124856988e-05,0.0001402180390507,0.0885716603130829,0.0002031576503366,0.0997953964194373,0.0001386791580634,0.1293149513733034,0.0,7.685804319422027e-05,0.0,0.1272289403566304,0.0,0.0,0.0,0.0,0.1475417593337434,0.1589813522770518,0.1051588238070515,0.1873665703880447,0.1319551227290848,0.0,0.0481143470675077,0.0,0.0,0.0518353372083764,0.0,0.0,0.0010658914728682,0.0004018888777253,0.0,0.0,0.0937072503419972,0.0,0.0861452122062434,0.0,0.0,0.1438303394022951,0.0001826928932464,0.1093386120167676,0.0,0.1192316130762292,0.0951808163898804,5.6905479997723776e-05,0.1174959871589085,0.0,0.0306044376434583,0.0194030484439349,0.000182949140139,0.1178957951386835,0.0,0.0,0.027039627039627,0.0013657056145675,0.0749617053867755,0.0,0.0347238738524473,0.0,0.008158614402917,0.0,0.1600780868716447,0.0337051697253208,0.0517003342537421,0.0,0.0813432412502127,0.0,0.0,0.0202791512799649,0.0,0.0,0.0,0.0272920952101087,0.0,0.0840688264410863,0.0,0.0611954814094411,0.0086069299929285,0.0,0.0716122048575874,0.0,0.2853142076502732,0.0030139008488128,0.000155852252065,0.1162783295136236,0.0,0.0062462372065021,0.2794845242204579,0.0003240020736132,0.0798619376338966,0.0,0.0,0.0255187314010843,0.0,0.0,0.1535671100362756,0.2449893892949776,0.0,0.1843591191417278,0.0,0.0,0.0256635612585691,0.0002455795677799,0.0357588263304686,8.880797495615107e-05,0.0070241161320533,0.03405005765448,0.0,0.0299311583358276,0.0,0.0927196877943749,0.0,0.0001152959262106,0.1170514878380046,0.0,0.0,0.0,0.0857026807473598,0.0,0.0248265485246175,0.0,0.0,0.2435842828239804,0.0,0.0219076241695665,0.0,0.0,0.3369637206564133,0.0,0.2346990026548037,0.0,0.2449300751209953,0.0207030044604034,5.0933353706674825e-05,0.0,0.0,0.0,0.0001507499811562,0.0,0.0480516375806837,0.1367158941365696,0.0,0.0726537747186714,0.0,0.0,0.1021775544388609,0.0,0.0246339601693151,0.0,0.3774040219378428,0.0294431307089534,0.0,0.0824581874756903,0.0,0.4002750554733728,0.0557544052863436,0.0,0.1237540254562183,0.0003037667071688,0.0,0.0016397659314513,0.0,0.2026897826502644,0.0,9.002520705797624e-05,0.0,0.0,0.105650876538605,0.0,0.0392666666666666,0.0,0.0831238214959145,0.0,0.0889586074283979,0.0,0.0,0.0630522595304216,0.0,0.0,0.1066879479235126,0.0,0.2437045220770315,7.209458809958664e-05,0.1288278775079197,0.0,0.0864800476474091,0.0,0.0,0.0,0.0269080582179623,0.0,0.0,0.0050776406683592,0.0869115619460311,8.113590263691683e-05,0.113240705145807,0.0022712164857079,0.0002197560707614,0.091326035285059,0.0,0.1859092257490359,0.0,0.0,0.0,0.0,0.2313301671590441,9.19793966151582e-05,0.1199158763541129,0.0,0.0,0.0001404001404001,0.0319601535747639,0.0,0.1407781707933299,0.0,7.384433613941809e-05,0.0,0.0,0.1323337023246452,0.0037383177570093,0.0,0.1024470813230756,0.0,0.2536683417085427,0.0,0.0,0.0175322020036802,0.0,4.642597378480013e-05,0.0808139198797618,0.0,0.0,0.117877094972067,0.0398650548214787,0.0001605522999116,0.0836277353018718,0.0,0.0001631587534671,0.0,0.0,0.1332983009283587,0.0,0.2332746478873239,0.0,0.0,0.0759584145549057,0.0002270353721109,0.0004025070438732,0.0,0.0,0.0,0.0112746997287872,0.0131650697203396,0.0,0.0042387444151678,0.0,0.2477023088993499,0.1404598490048044,0.0,0.0693002333682822,0.0,0.0,0.0002723653886444,0.0,0.1721529980820959,0.096905641156246,0.0,0.0554174067495559,0.0,0.0,0.0265906014310578,0.0,0.0118393234672304,0.0,0.0,0.0,0.0,0.0,0.0,0.1399678074042969,0.0,0.0077486009470512,0.0,0.1469877945303831,0.0,0.0636580503905101,0.0,0.0,0.111703814231092,0.0,0.0504564187497592,0.0,0.1321348904343262,0.0,0.063636691036122,0.0,0.0192648487966615,0.0,0.0008615119534783,0.052703096185577,0.0328699754102474,0.0,0.138133881427407,0.0,0.0012647144663877,0.2002758101924402,0.0002621575566915,0.0,0.0612400566633976,0.0006078565458551,0.0002123705866737,7.37327188940092e-05,0.0,0.0,0.0005113127956027,0.102250900360144,0.0,0.0657543532601788,0.0,0.0007348618459729,0.1273806579272817,0.000635377838021,0.1931071373987467,0.0,0.0,0.1469178569733782,0.0003218653887418,8.98853319978941e-05,0.2286226828782141,0.0,0.0,0.0554671237908656,0.0,0.0219071548217276,0.0002064356307898,0.0,0.0003045596936999,0.1760240392218883,0.0,0.0626526327815941,0.0,0.0845281604348233,0.0,0.1603888784520007,0.1056617264690587,0.0,0.0,0.0,0.008832141314261,0.0,0.1400223143130379,0.0,0.1381396521300731,0.0,0.0,0.0,0.0,0.0,0.0762076773776148,0.1120860708144098,0.0,0.0,0.0595386415977649,0.0,0.0652277524341254,0.0,0.0,0.0,0.0,0.0185096841904398,0.0,0.2805758791597829,0.0,0.0859626020542533,0.0578117534639273,0.0,0.0010337698139214,0.0970961887477314,0.0,0.0361507417722958,0.0,0.0,0.0472132499484571,0.0621588394393902,0.0,0.0,0.0564047936085219,0.0,0.0977792962077212,0.0016364938120077,0.0766966303947852,0.0849965923473858,0.0,0.087327376116978,0.0159361860432924,0.1748734686154865,0.1448402826151855,0.0,0.0676192538067402,0.0,0.0067598017124831,0.0,0.0153278834192287,0.1062081433090924,0.0242990654205607,0.0867310443490701,0.061002994011976,0.0,0.0,0.0406288994260044,0.0154480527167265,0.0,0.0132481506388702,0.0,0.0151332474119652,0.270391511651333,0.0,0.1969609656971278,0.0,0.0,0.0029777317452097,0.0888038662907772,0.0,0.1038710951644228,0.0,0.0019749367736068,0.0078253152983569,0.0133281823449874,0.0,0.0208380719097191,0.0001119582619599,0.0,0.0192481884057971,0.0878559260160623,0.05173564753004,0.0793925710574335,0.0,0.0137324321424739,0.0362783810463968,0.2560959241197262
